"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Condo/Co-op","3998 Windsor Way","Dublin","CA","94568","800000","3","3.5","Dublin","1962","","2017","13","408","342","Active","","","http://www.redfin.com/CA/Dublin/3998-Windsor-Way-94568/home/143249224","EBRD/CCAR/Bay East","40793160","N","Y","37.735775","-121.875135"
"MLS Listing","","Single Family Residential","1431 Myrtle St","Oakland","CA","94607","697000","3","2.5","Oakland","1500","3469","2003","13","465","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Oakland/1431-Myrtle-St-94607/home/17187364","EBRD/CCAR/Bay East","40793155","N","Y","37.809343","-122.281987"
"New Construction Home","","Single Family Residential","1551 Denton Ave","Hayward","CA","94545","813369","4","2.5","Prism","1693","","2017","13","480","","Active","","","http://www.redfin.com/CA/Hayward/1551-Denton-Ave-94545/home/143240671","NewHomeSource.com","1361600","N","Y","37.64649","-122.11383"
"MLS Listing","","Single Family Residential","4086 Laguna Ave","Oakland","CA","94602","699000","3","2.0","Fruitvale-Laurel","1359","4600","1950","13","514","","Active","","","http://www.redfin.com/CA/Oakland/4086-Laguna-Ave-94602/home/1483271","EBRD/CCAR/Bay East","40793142","N","Y","37.8040347","-122.2056361"
"MLS Listing","","Townhouse","788 Gallegos Ter","Fremont","CA","94539","749000","2","1.0","Mission Villas","791","1224","1970","13","947","383","Active","August-26-2017 01:00 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/Fremont/788-Gallegos-Ter-94539/home/1351391","EBRD/CCAR/Bay East","40793135","Y","Y","37.5325077","-121.9296876"
"MLS Listing","","Condo/Co-op","46918 Lundy Ter","FREMONT","CA","94539","599000","2","1.5","FREMONT","1018","17491","1981","13","588","330","Active","August-26-2017 11:00 AM","August-26-2017 04:15 PM","http://www.redfin.com/CA/Fremont/46918-Lundy-Ter-94539/unit-3/home/2005014","MLSListings","ML81673789","N","Y","37.488774","-121.925261"
"MLS Listing","","Single Family Residential","2549 Kilkare Rd","Sunol","CA","94586","699000","3","2.0","Kilkare Woods","1660","6750","1928","14","421","40","Active","","","http://www.redfin.com/CA/Sunol/2549-Kilkare-Rd-94586/home/1914860","EBRD/CCAR/Bay East","40793129","N","Y","37.629288","-121.914555"
"MLS Listing","","Condo/Co-op","5534 Doyle St","Emeryville","CA","94608","798000","2","1.5","Emeryville","1210","","2017","14","660","","Active","","","http://www.redfin.com/CA/Emeryville/5534-Doyle-St-94608/home/113746794","San Francisco MLS","461327","N","Y","37.8387997","-122.2870817"
"MLS Listing","","Single Family Residential","5532 Doyle St","Emeryville","CA","94608","498000","1","1.5","Emeryville","544","","2017","14","915","","Active","","","http://www.redfin.com/CA/Emeryville/5532-Doyle-St-94608/home/1331082","San Francisco MLS","461326","N","Y","37.8387602","-122.2868508"
"MLS Listing","","Single Family Residential","3542 Gray St","Oakland","CA","94601","650000","3","2.0","Fruitvale","1067","3900","1915","14","609","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Oakland/3542-Gray-St-94601/home/866991","EBRD/CCAR/Bay East","40793117","N","Y","37.7846341","-122.2143871"
"MLS Listing","","Single Family Residential","685 Harmony Ct","Hayward","CA","94541","679000","4","3.0","Hayward","1650","7384","1942","14","412","","Active","","","http://www.redfin.com/CA/Hayward/685-Harmony-Ct-94541/home/560455","San Francisco MLS","461322","N","Y","37.6865104","-122.107384"
"MLS Listing","","Single Family Residential","1515 Alcatraz Ave","Berkeley","CA","94703","799900","5","2.0","Berkeley","1633","7150","1896","14","490","","Active","","","http://www.redfin.com/CA/Berkeley/1515-Alcatraz-Ave-94703/home/1953665","EBRD/CCAR/Bay East","40793109","N","Y","37.8481959","-122.2772728"
"MLS Listing","","Single Family Residential","1727 Macarthur Blvd","Oakland","CA","94602","549000","3","1.5","Diamond District","1045","2700","1912","14","525","","Active","","","http://www.redfin.com/CA/Oakland/1727-MacArthur-Blvd-94602/home/1404158","EBRD/CCAR/Bay East","40793079","N","Y","37.7998774","-122.2210237"
"MLS Listing","","Condo/Co-op","46824 Winema Cmn","FREMONT","CA","94539","588800","2","2.0","FREMONT","897","16826","1985","14","656","320","Active","","","http://www.redfin.com/CA/Fremont/46824-Winema-Cmn-94539/home/1887558","MLSListings","ML81673706","N","Y","37.490068","-121.926158"
"MLS Listing","","Condo/Co-op","5405 Carlton St #304","Oakland","CA","94618","799000","2","2.0","Rockridge","1486","","1966","14","538","549","Active","","","http://www.redfin.com/CA/Oakland/5405-Carlton-St-94618/unit-304/home/2017807","EBRD/CCAR/Bay East","40793045","N","Y","37.8384514","-122.2470862"
"MLS Listing","","Condo/Co-op","3505 Capoterra Way","Dublin","CA","94568","689900","2","2.5","Dublin Ranch","1435","1435","2007","14","481","385","Active","","","http://www.redfin.com/CA/Dublin/3505-Capoterra-Way-94568/home/17183729","EBRD/CCAR/Bay East","40793026","N","Y","37.71075","-121.864236"
"MLS Listing","","Single Family Residential","4053 Greenacre Rd","Castro Valley","CA","94546","799000","3","1.0","Castro Valley","1371","5040","1953","14","583","","Active","","","http://www.redfin.com/CA/Castro-Valley/4053-Greenacre-Rd-94546/home/1846264","EBRD/CCAR/Bay East","40793019","N","Y","37.6944267","-122.064955"
"MLS Listing","","Single Family Residential","4327 Tehama Ave","Fremont","CA","94538","899888","4","2.0","Sundale","1682","6000","1963","14","535","","Active","","","http://www.redfin.com/CA/Fremont/4327-Tehama-Ave-94538/home/1057694","EBRD/CCAR/Bay East","40793011","N","Y","37.5396683","-121.9811813"
"MLS Listing","","Single Family Residential","315 VICTORIA Pl","Hayward","CA","94544","755000","3","2.5","Regency","1938","1626","2015","14","390","168","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Hayward/315-Victoria-Pl-94544/home/56975475","EBRD/CCAR/Bay East","40793010","N","Y","37.6560506","-122.0860663"
"MLS Listing","","Single Family Residential","26 Brehaut","Alameda","CA","94502","768000","2","2.0","Normandy","","2100","1989","14","","155","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Alameda/26-Brehaut-Ct-94502/home/1291768","EBRD/CCAR/Bay East","40792997","N","Y","37.7362227","-122.2512068"
"MLS Listing","","Townhouse","3216 Fir Ave","Alameda","CA","94502","799000","4","2.5","Bay Farm Island","1730","1694","1969","14","462","365","Active","","","http://www.redfin.com/CA/Alameda/3216-Fir-Ave-94502/home/1389848","EBRD/CCAR/Bay East","40792994","N","Y","37.7332656","-122.2424844"
"MLS Listing","","Single Family Residential","2726 60Th Ave","Oakland","CA","94605","599000","3","2.0","E Oakland","1878","4400","1922","14","319","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Oakland/2726-60th-Ave-94605/home/1363222","EBRD/CCAR/Bay East","40792987","N","Y","37.7720408","-122.1878539"
"MLS Listing","","Single Family Residential","388 51St St","Oakland","CA","94609","749000","2","1.5","Temescal","1246","3256","1987","14","601","325","Active","","","http://www.redfin.com/CA/Oakland/388-51st-St-94609/home/1455836","EBRD/CCAR/Bay East","40792981","N","Y","37.836743","-122.257108"
"MLS Listing","","Single Family Residential","1401 E 36Th St","Oakland","CA","94602","589000","2","1.5","Glenview","1078","3600","1924","14","546","","Active","","","http://www.redfin.com/CA/Oakland/1401-E-36th-St-94602/home/1902434","EBRD/CCAR/Bay East","40792972","N","Y","37.8020247","-122.2288437"
"MLS Listing","","Townhouse","3337 Howard Cmn","Fremont","CA","94536","555000","2","1.5","Parkmont Vil Grn","1024","774","1971","15","542","279","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Fremont/3337-Howard-Cmn-94536/home/1061182","EBRD/CCAR/Bay East","40792952","N","Y","37.5565255","-121.9944718"
"MLS Listing","","Condo/Co-op","400 Persimmon Cmn #5","Livermore","CA","94551","736948","3","2.5","Livermore","1398","","2016","15","527","358","Active","","","http://www.redfin.com/CA/Livermore/400-Persimmon-Cmn-94551/unit-5/home/143118121","EBRD/CCAR/Bay East","40792888","N","Y","37.7032909","-121.7939034"
"MLS Listing","","Single Family Residential","396 Haas Ave","San Leandro","CA","94577","699000","4","2.0","San Leandro","1924","3080","1938","15","363","","Active","","","http://www.redfin.com/CA/San-Leandro/396-Haas-Ave-94577/home/1499922","EBRD/CCAR/Bay East","40792884","N","Y","37.7302354","-122.1536898"
"MLS Listing","","Single Family Residential","1640 63Rd St","Berkeley","CA","94703","849000","2","2.0","Santa Fe","1134","2700","1914","15","749","","Active","","","http://www.redfin.com/CA/Berkeley/1640-63rd-St-94703/home/1802275","EBRD/CCAR/Bay East","40792883","N","Y","37.8473441","-122.2737609"
"MLS Listing","","Townhouse","211 Birch Creek Dr","Pleasanton","CA","94566-6703","829950","4","3.0","Birch Terrace","2009","","2007","15","413","273","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Pleasanton/211-Birch-Creek-Dr-94566/home/22657216","EBRD/CCAR/Bay East","40792872","N","Y","37.664188","-121.86514"
"MLS Listing","","Single Family Residential","5791 Bellflower Dr","Newark","CA","94560","739000","2","2.0","Newark","1168","5537","1986","15","633","","Active","","","http://www.redfin.com/CA/Newark/5791-Bellflower-Dr-94560/home/1908544","EBRD/CCAR/Bay East","40792870","N","Y","37.5306437","-122.0113974"
"MLS Listing","","Single Family Residential","3901 Ave Ave","Oakland","CA","94619-1434","599000","3","2.0","Upper Laurel","1233","2795","1987","15","486","","Active","August-27-2017 02:00 PM","August-27-2017 04:30 PM","http://www.redfin.com/CA/Oakland/3901-Ave-Ave-94619/home/143193269","EBRD/CCAR/Bay East","40792859","N","Y","37.7936811","-122.1462193"
"MLS Listing","","Single Family Residential","3399 Saddle Dr","Hayward","CA","94541-5727","729950","4","2.0","Hayward Hills","1786","8820","1964","15","409","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Hayward/3399-Saddle-Dr-94541/home/1723890","EBRD/CCAR/Bay East","40792841","N","Y","37.6710479","-122.0432556"
"New Construction Plan","","Single Family Residential","Residence 2A","Dublin","CA","94568","889880","3","3.5","Tramore at Irongate","2076","","","","429","","Active","","","http://www.redfin.com/CA/Dublin/Tramore-at-Irongate/Residence-2A/home/112390420","NewHomeSource.com","Plan-21346461","N","Y","37.7065","-121.855"
"MLS Listing","","Townhouse","214 Cypress Unit L","Alameda","CA","94501","459000","2","1.0","Woodstock","800","","1941","15","574","267","Active","","","http://www.redfin.com/CA/Alameda/214-Cypress-St-94501/unit-L/home/12170551","EBRD/CCAR/Bay East","40792818","N","Y","37.7773555","-122.2893978"
"MLS Listing","","Single Family Residential","7619 Carlow Way","Dublin","CA","94568","629000","3","2.0","Dublin","1080","6995","1963","15","582","","Active","","","http://www.redfin.com/CA/Dublin/7619-Carlow-Way-94568/home/1772992","San Francisco MLS","461223","N","Y","37.7237598","-121.9348271"
"MLS Listing","","Single Family Residential","1277 Amber Ct","San Leandro","CA","94577","698000","4","2.5","Davis Tract","1742","3050","1995","15","401","48","Active","","","http://www.redfin.com/CA/San-Leandro/1277-Amber-Ct-94577/home/1983599","EBRD/CCAR/Bay East","40792809","N","Y","37.7261533","-122.1711163"
"MLS Listing","","Single Family Residential","4727 Davenport Ave","Oakland","CA","94619","769000","3","2.0","Redwood Heights","1165","6550","1945","15","660","","Active","August-27-2017 01:00 PM","August-27-2017 05:00 PM","http://www.redfin.com/CA/Oakland/4727-Davenport-Ave-94619/home/1809304","EBRD/CCAR/Bay East","40792807","N","Y","37.7863111","-122.1832272"
"MLS Listing","","Single Family Residential","325 Toscana Way","Hayward","CA","94545","799000","4","2.5","Mt Eden","1998","2943","2010","16","400","113","Active","","","http://www.redfin.com/CA/Hayward/325-Toscana-Way-94545/home/22647876","EBRD/CCAR/Bay East","40792800","N","Y","37.6469053","-122.1161038"
"MLS Listing","","Single Family Residential","16622 Cowell St","San Leandro","CA","94578","789000","3","2.5","San Leandro Hlls","1850","5225","1963","16","426","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Leandro/16622-Cowell-St-94578/home/1300889","EBRD/CCAR/Bay East","40792791","N","Y","37.701598","-122.099764"
"MLS Listing","","Condo/Co-op","758 Kingston Ave #305","Oakland","CA","94611","475000","1","1.0","Piedmont Avenue","826","","1965","16","575","450","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Oakland/758-Kingston-Ave-94611/unit-305/home/771169","EBRD/CCAR/Bay East","40792788","N","Y","37.823066","-122.249466"
"MLS Listing","","Single Family Residential","20934 Francis St","Castro Valley","CA","94546","766500","3","1.0","Castro Valley","1092","18000","1940","16","702","","Active","","","http://www.redfin.com/CA/Castro-Valley/20934-Francis-St-94546/home/818521","EBRD/CCAR/Bay East","40792781","N","Y","37.69303","-122.0805289"
"MLS Listing","","Condo/Co-op","400 Persimmon Cmn #1","Livermore","CA","94551","732539","3","2.5","Livermore","1413","","2016","16","518","358","Active","","","http://www.redfin.com/CA/Livermore/400-Persimmon-Cmn-94551/unit-1/home/143118115","EBRD/CCAR/Bay East","40792725","N","Y","37.7032909","-121.7939034"
"MLS Listing","","Single Family Residential","17700 Trenton Dr","Castro Valley","CA","94546","798800","3","2.0","Beaumont Estates","1526","7150","1961","16","523","","Active","","","http://www.redfin.com/CA/Castro-Valley/17700-Trenton-Dr-94546/home/2046183","EBRD/CCAR/Bay East","40792722","N","Y","37.7169471","-122.0667805"
"MLS Listing","","Condo/Co-op","800 N El Camino Real #104","SAN MATEO","CA","94401","785000","2","2.0","SAN MATEO","1378","","1990","1","570","550","Active","","","http://www.redfin.com/CA/San-Mateo/800-N-El-Camino-Real-94401/unit-104/home/113818139","MLSListings","ML81675553","N","Y","37.573696","-122.340681"
"MLS Listing","","Single Family Residential","234 Clifton Rd","PACIFICA","CA","94044","819000","3","2.0","PACIFICA","1100","3000","1952","1","745","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/234-Clifton-Rd-94044/home/1912688","MLSListings","ML81675523","N","Y","37.6529551","-122.4885409"
"MLS Listing","","Condo/Co-op","531 Brosnan Ct","SOUTH SAN FRANCISCO","CA","94080","490000","1","1.0","SOUTH SAN FRANCISCO","790","15118","1980","1","620","430","Active","","","http://www.redfin.com/CA/South-San-Francisco/531-Brosnan-Ct-94080/home/951476","MLSListings","ML81675518","N","Y","37.660905","-122.432431"
"MLS Listing","","Single Family Residential","60 Sequoia Dr","LA HONDA","CA","94020","620000","3","1.0","LA HONDA","800","17458","1948","1","775","365","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/La-Honda/60-Sequoia-Dr-94020/home/914795","MLSListings","ML81675516","N","Y","37.3173559","-122.272948"
"MLS Listing","","Condo/Co-op","107 El Camino Real #101","BURLINGAME","CA","94010","645000","1","1.0","BURLINGAME","819","","2000","1","788","484","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Burlingame/107-El-Camino-Real-94010/unit-101/home/1004822","MLSListings","ML81675497","N","Y","37.5751014","-122.3461273"
"MLS Listing","","Condo/Co-op","240 N Bayshore Blvd #319","SAN MATEO","CA","94401","598888","2","2.0","SAN MATEO","1020","1100","1984","1","587","450","Active","","","http://www.redfin.com/CA/San-Mateo/240-N-Bayshore-Blvd-94401/unit-319/home/1555534","MLSListings","ML81675478","N","Y","37.5779367","-122.3202108"
"MLS Listing","","Single Family Residential","647 Big Bend Dr","PACIFICA","CA","94044","889000","4","2.0","PACIFICA","1360","6000","1971","1","654","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/647-Big-Bend-Dr-94044/home/1987030","MLSListings","ML81675128","N","Y","37.5878174","-122.4596563"
"MLS Listing","","Single Family Residential","120 Shelter Cove Dr","EL GRANADA","CA","94019","888000","3","2.0","EL GRANADA","1800","5300","1970","1","493","8","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Half-Moon-Bay/120-Shelter-Cove-Dr-94019/home/730079","MLSListings","ML81675439","N","Y","37.5099419","-122.4856004"
"MLS Listing","","Condo/Co-op","376 Imperial Way #302","DALY CITY","CA","94015","588000","2","2.0","DALY CITY","1065","1057906","1974","1","552","389","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Daly-City/376-Imperial-Way-94015/unit-302/home/1887890","MLSListings","ML81675431","N","Y","37.6648718","-122.4641552"
"MLS Listing","","Condo/Co-op","1909 Pine Ct","Daly City","CA","94014","649000","3","2.0","Southern Hills","1254","","1990","1","518","318","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Daly-City/1909-Pine-Ct-94014/home/2022679","San Francisco MLS","461498","N","Y","37.7077486","-122.4259203"
"MLS Listing","","Single Family Residential","501 Redwood Ave","REDWOOD CITY","CA","94061","899000","2","1.0","REDWOOD CITY","590","3590","1924","1","1524","","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Redwood-City/501-Redwood-Ave-94061/home/1947268","MLSListings","ML81675381","N","Y","37.472759","-122.226918"
"MLS Listing","","Condo/Co-op","315 Poe St","PALO ALTO","CA","94301","900000","1","1.0","PALO ALTO","737","1260","1960","1","1221","165","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Palo-Alto/315-Poe-St-94301/home/671859","MLSListings","ML81675358","N","Y","37.449916","-122.167015"
"MLS Listing","","Condo/Co-op","1156 Woodside Rd","REDWOOD CITY","CA","94061","799000","2","2.0","REDWOOD CITY","1056","44844","1986","1","757","580","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Redwood-City/1156-Woodside-Rd-94061/home/1327516","MLSListings","ML81675339","N","Y","37.460898","-122.226122"
"MLS Listing","","Single Family Residential","1617 S Norfolk St","SAN MATEO","CA","94401","889500","3","2.0","SAN MATEO","1040","5250","1954","1","855","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Mateo/1617-S-Norfolk-St-94401/home/719949","MLSListings","ML81675327","N","Y","37.562637","-122.2999759"
"MLS Listing","","Single Family Residential","1981 Pinecrest Dr","SAN BRUNO","CA","94066","899000","4","4.0","SAN BRUNO","1440","7860","1961","1","624","","Active","August-27-2017 01:30 PM","August-27-2017 04:30 PM","http://www.redfin.com/CA/San-Bruno/1981-Pinecrest-Dr-94066/home/1971072","MLSListings","ML81675268","N","Y","37.6326725","-122.4465018"
"MLS Listing","","Condo/Co-op","1631 Marina Ct Unit C","SAN MATEO","CA","94403","649888","2","1.0","SAN MATEO","1054","173093","1961","2","617","424","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Mateo/1631-Marina-Ct-94403/unit-C/home/1755713","MLSListings","ML81675239","N","Y","37.5517384","-122.2860988"
"MLS Listing","","Single Family Residential","169 Mateo Ave","DALY CITY","CA","94014","799888","4","3.0","DALY CITY","1180","2500","1968","2","678","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Daly-City/169-Mateo-Ave-94014/home/562584","MLSListings","ML81675214","N","Y","37.690258","-122.466649"
"MLS Listing","","Condo/Co-op","71 Appian Way Unit A","SOUTH SAN FRANCISCO","CA","94080","679000","2","2.5","SOUTH SAN FRANCISCO","1197","210695","1984","2","567","439","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/South-San-Francisco/71-Appian-Way-94080/unit-A/home/1576689","MLSListings","ML81675189","N","Y","37.6426539","-122.446825"
"MLS Listing","","Single Family Residential","459 Monterey Rd","PACIFICA","CA","94044","799000","3","2.0","PACIFICA","1350","5340","1957","2","592","","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/459-Monterey-Rd-94044/home/1713955","MLSListings","ML81675171","N","Y","37.651113","-122.481811"
"MLS Listing","","Condo/Co-op","3041 Los Prados St #206","SAN MATEO","CA","94403","659888","2","2.0","SAN MATEO","956","64155","1963","3","690","385","Active","August-26-2017 12:00 PM","August-26-2017 07:00 PM","http://www.redfin.com/CA/San-Mateo/3041-Los-Prados-St-94403/unit-206/home/113803322","MLSListings","ML81675097","N","Y","37.545332","-122.282124"
"MLS Listing","","Single Family Residential","2668 Gonzaga St","EAST PALO ALTO","CA","94303","849000","4","2.0","EAST PALO ALTO","1250","5200","1952","3","679","","Active","August-27-2017 01:00 PM","August-27-2017 03:00 PM","http://www.redfin.com/CA/East-Palo-Alto/2668-Gonzaga-St-94303/home/1268942","MLSListings","ML81675068","N","Y","37.4770255","-122.1360768"
"MLS Listing","","Condo/Co-op","819 N Humboldt St #406","SAN MATEO","CA","94401","679000","2","1.0","SAN MATEO","974","1114920","1965","3","697","540","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Mateo/819-N-Humboldt-St-94401/unit-406/home/17308643","MLSListings","ML81674969","N","Y","37.5812949","-122.3297962"
"MLS Listing","","Single Family Residential","80 Canterbury Ave","DALY CITY","CA","94015","799000","3","1.0","DALY CITY","1220","5610","1965","4","655","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Daly-City/80-Canterbury-Ave-94015/home/2051606","MLSListings","ML81674818","N","Y","37.6539993","-122.4710667"
"MLS Listing","","Condo/Co-op","370 Imperial Way #219","DALY CITY","CA","94015","545000","2","2.0","DALY CITY","1065","","1974","4","512","388","Active","August-27-2017 01:00 PM","August-27-2017 03:00 PM","http://www.redfin.com/CA/Daly-City/370-Imperial-Way-94015/unit-219/home/2035088","MLSListings","ML81674915","N","Y","37.6657071","-122.4641064"
"MLS Listing","","Condo/Co-op","70 Cape Hatteras Ct","REDWOOD CITY","CA","94065","725000","1","1.0","REDWOOD CITY","811","358836","1979","4","894","310","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Redwood-City/70-Cape-Hatteras-Ct-94065/home/1833436","MLSListings","ML81674912","N","Y","37.53537","-122.246078"
"MLS Listing","","Single Family Residential","1370 Henderson Ave","MENLO PARK","CA","94025","795000","2","2.0","MENLO PARK","1000","5900","1952","4","795","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Menlo-Park/1370-Henderson-Ave-94025/home/1600267","MLSListings","ML81674862","N","Y","37.4786044","-122.1580093"
"MLS Listing","","Townhouse","1137 Paloma Ave Unit K","BURLINGAME","CA","94010","899000","1","1.5","BURLINGAME","950","17250","2007","4","946","350","Active","","","http://www.redfin.com/CA/Burlingame/1137-Paloma-Ave-94010/unit-00000K/home/682545","MLSListings","ML81674861","N","Y","37.5851002","-122.3647734"
"MLS Listing","","Single Family Residential","62 Bismark St","DALY CITY","CA","94014","748000","3","1.0","DALY CITY","1270","2500","1949","4","589","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Daly-City/62-Bismark-St-94014/home/1511959","MLSListings","ML81674852","N","Y","37.6956252","-122.4625666"
"MLS Listing","","Single Family Residential","2259 Oceana Blvd","PACIFICA","CA","94044","849999","4","2.0","PACIFICA","1895","2600","1989","4","449","","Active","","","http://www.redfin.com/CA/Pacifica/2259-Oceana-Blvd-94044/home/2010596","MLSListings","ML81674848","N","Y","37.6308091","-122.4889211"
"MLS Listing","","Single Family Residential","245 Shoreview Ave","PACIFICA","CA","94044","799000","3","2.0","PACIFICA","1460","5000","1953","4","547","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/245-Shoreview-Ave-94044/home/584244","MLSListings","ML81674842","N","Y","37.6377019","-122.4934135"
"MLS Listing","","Condo/Co-op","1 Mandalay #1010","SOUTH SAN FRANCISCO","CA","94080","825000","2","2.0","SOUTH SAN FRANCISCO","1440","","2004","4","573","510","Active","","","http://www.redfin.com/CA/South-San-Francisco/1-Mandalay-Pl-94080/unit-1010/home/1907421","MLSListings","ML81674826","N","Y","37.666144","-122.403815"
"MLS Listing","","Condo/Co-op","601 Leahy St #306","REDWOOD CITY","CA","94061","828000","3","2.0","REDWOOD CITY","1555","32319","1975","5","532","425","Active","August-25-2017 06:30 PM","August-25-2017 08:30 PM","http://www.redfin.com/CA/Redwood-City/601-Leahy-St-94061/unit-306/home/1993257","MLSListings","ML81674812","N","Y","37.4706008","-122.2162369"
"MLS Listing","","Townhouse","218 Alden St","REDWOOD CITY","CA","94063","700000","2","1.5","REDWOOD CITY","1026","23801","1980","5","682","460","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Redwood-City/218-Alden-St-94063/home/1094115","MLSListings","ML81674808","N","Y","37.4888403","-122.2348443"
"MLS Listing","","Single Family Residential","1017 E Dwight Ave","HALF MOON BAY","CA","94019","775000","4","2.5","HALF MOON BAY","2450","7500","1963","6","316","","Active","","","http://www.redfin.com/CA/Half-Moon-Bay/1017-Dwight-Ave-94019/home/2049494","MLSListings","ML81674770","N","Y","37.4770639","-122.4384151"
"MLS Listing","","Single Family Residential","555 Santiago St","EL GRANADA","CA","94019","800000","2","1.0","EL GRANADA","1030","10573","1925","7","777","","Active","August-26-2017 12:00 PM","August-26-2017 02:00 PM","http://www.redfin.com/CA/Half-Moon-Bay/555-Santiago-Ave-94019/home/2056314","MLSListings","ML81674730","N","Y","37.5002643","-122.4628264"
"MLS Listing","","Single Family Residential","257 El Dorado Dr","PACIFICA","CA","94044","900000","5","2.0","PACIFICA","1699","4000","1963","7","530","25","Active","August-27-2017 02:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/257-El-Dorado-Dr-94044/home/1840413","MLSListings","ML81674716","N","Y","37.6623756","-122.4809319"
"MLS Listing","","Single Family Residential","14 S Norfolk St","SAN MATEO","CA","94401","889000","4","2.0","SAN MATEO","1260","6000","1944","7","706","","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/San-Mateo/14-S-Norfolk-St-94401/home/703864","MLSListings","ML81674484","N","Y","37.5749098","-122.3146305"
"MLS Listing","","Townhouse","1367 Terra Nova Blvd","PACIFICA","CA","94044","620000","2","1.5","PACIFICA","960","815","1972","7","646","365","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Pacifica/1367-Terra-Nova-Blvd-94044/home/656481","MLSListings","ML81674477","N","Y","37.5900691","-122.4770286"
"MLS Listing","","Condo/Co-op","1614 Hudson St #315","REDWOOD CITY","CA","94061","535000","2","1.0","REDWOOD CITY","850","850","1964","7","629","607","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-315/home/1704306","MLSListings","ML81674685","N","Y","37.4691391","-122.2243995"
"MLS Listing","","Single Family Residential","13 Bradford Dr","SOUTH SAN FRANCISCO","CA","94080","875000","3","2.0","SOUTH SAN FRANCISCO","1570","4500","1951","7","557","","Active","August-27-2017 02:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/South-San-Francisco/13-Bradford-Dr-94080/home/1613327","MLSListings","ML81674682","N","Y","37.6688417","-122.4541097"
